"Gene_Symbol","Condition","Mean_Intensity","SD_Intensity","N_Replicates","CV_percent"
"FDH1","rpc128_YPD_Glucose",306584.895033333,76800.568165541,3,25.0503431218263
"FDH1","rpc128_YPGly_30C",1189623.46366667,38588.3079232859,3,3.24374132671767
"FES1","WT_YPD_Glucose",252634.242933333,24754.8808732221,3,9.79870368553107
"FES1","WT_YPGly_30C",190239.937133333,13951.4506220564,3,7.33360767054831
"FES1","WT_YPGly_37C",136737.921766667,12396.089768437,3,9.06558298406057
"FES1","maf1D_YPD_Glucose",244555.688233333,53944.9223433438,3,22.0583388319614
"FES1","maf1D_YPGly_30C",103259.229563333,13707.9081292058,3,13.2752376588265
"FES1","maf1D_YPGly_37C",131019.5199,13842.4860278894,3,10.5652089386792
"FES1","rpc128_YPD_Glucose",368270.945233333,19327.9755947796,3,5.24830314336461
"FES1","rpc128_YPGly_30C",266857.1902,48667.3433130316,3,18.2372239161168
"FET3","WT_YPD_Glucose",454327.1211,35339.4855904115,3,7.77842306768938
"FET3","WT_YPGly_30C",125851.91144,41726.229670533,3,33.155022592109
"FET3","WT_YPGly_37C",36265.2424866667,17148.3240447351,3,47.285838640235
"FET3","maf1D_YPD_Glucose",412809.810433333,75693.6986578677,3,18.3362160357601
"FET3","maf1D_YPGly_30C",12686.7765313333,7008.2023542526,3,55.2402128069648
"FET3","maf1D_YPGly_37C",43779.82075,5232.65466705973,3,11.9522066957292
"FET3","rpc128_YPD_Glucose",835346.674066667,54105.8504290275,3,6.47705343287324
"FET3","rpc128_YPGly_30C",127603.305456667,46549.2317771736,3,36.4796441679808
"FET5","WT_YPD_Glucose",80369.2762733333,36587.6918003816,3,45.5244758904486
"FET5","WT_YPGly_30C",149154.3616,19368.957790739,3,12.9858474019569
"FET5","WT_YPGly_37C",100944.252613333,43328.7097600096,3,42.9234043923036
"FET5","maf1D_YPD_Glucose",71438.73658,18592.5752877174,3,26.0259016015725
"FET5","maf1D_YPGly_30C",95431.24247,11729.4693789373,3,12.2910161026402
"FET5","maf1D_YPGly_37C",109688.275103333,9294.27656392474,3,8.4733546545143
"FET5","rpc128_YPD_Glucose",102534.968406667,18906.0476738979,3,18.4386341242279
"FET5","rpc128_YPGly_30C",180900.6686,12941.7349430695,3,7.15405589333986
"FKS1","WT_YPD_Glucose",1627018.82433333,359368.743396073,3,22.0875590387421
"FKS1","WT_YPGly_30C",648559.9738,285349.52885367,3,43.9974004534645
"FKS1","WT_YPGly_37C",676265.36252,542809.138107078,3,80.2657016299611
"FKS1","maf1D_YPD_Glucose",1323898.657,246637.758673077,3,18.629655477706
"FKS1","maf1D_YPGly_30C",672004.539166667,892812.598177553,3,132.858120167567
"FKS1","maf1D_YPGly_37C",3680480.811,924448.889036963,3,25.1176119781422
"FKS1","rpc128_YPD_Glucose",1758354.311,473137.046760332,3,26.9079470389135
"FKS1","rpc128_YPGly_30C",1687647.122,1973034.24357854,3,116.910355124496
"FLR1","WT_YPD_Glucose",9166.62569866667,2187.16155367824,3,23.8600508581514
"FLR1","WT_YPGly_30C",7790.27897433333,1327.13358674536,3,17.0357645870947
"FLR1","WT_YPGly_37C",5038.54131533333,2707.82238292971,3,53.7421887300844
"FLR1","maf1D_YPD_Glucose",8600.39556733333,2314.64958632151,3,26.9132921642951
"FLR1","maf1D_YPGly_30C",7071.85786733333,2613.44262861194,3,36.9555310307363
"FLR1","maf1D_YPGly_37C",4261.221025,1167.56272590087,3,27.399722263899
"FLR1","rpc128_YPD_Glucose",17332.3530633333,4531.12721074592,3,26.14259699297
"FLR1","rpc128_YPGly_30C",9551.55471066667,6460.3582473689,3,67.6367192887909
"FMC1","WT_YPD_Glucose",28535.0088886667,22788.9867847686,3,79.8632545505172
"FMC1","WT_YPGly_30C",44906.3700133333,7101.04985198472,3,15.8130123852725
"FMC1","WT_YPGly_37C",43671.19507,4144.62308417083,3,9.49051904242021
"FMC1","maf1D_YPD_Glucose",35708.82979,22338.0196397175,3,62.556011415342
"FMC1","maf1D_YPGly_30C",28950.4437366667,11626.2258732332,3,40.1590593186944
"FMC1","maf1D_YPGly_37C",27935.9856416667,23158.7038329897,3,82.899182903532
"FMC1","rpc128_YPD_Glucose",47670.6935933333,6460.51044019869,3,13.5523734882309
"FMC1","rpc128_YPGly_30C",55524.1523433333,5840.46663808403,3,10.5187857744672
"FMP16","WT_YPD_Glucose",9497.930918,1936.17793068875,3,20.3852601940851
"FMP16","WT_YPGly_30C",339205.011066667,372987.440749359,3,109.959295582474
"FMP16","WT_YPGly_37C",68012.0088666667,7860.67521519539,3,11.5577753784714
"FMP16","maf1D_YPD_Glucose",766.8518976,374.799458924735,3,48.8750774559908
"FMP16","maf1D_YPGly_30C",157763.948383333,182422.163729271,3,115.629816316477
"FMP16","maf1D_YPGly_37C",94033.3069866667,7499.5006206788,3,7.97536624096628
"FMP16","rpc128_YPD_Glucose",7679.71964066667,1385.58426512528,3,18.0421204152838
"FMP16","rpc128_YPGly_30C",144540.323366667,10324.3656355487,3,7.14289645620762
"FMP25","WT_YPD_Glucose",16319.2218733333,661.184634569536,3,4.05156961343821
"FMP25","WT_YPGly_30C",73740.8632066667,51934.8684614996,3,70.4288859705189
"FMP25","WT_YPGly_37C",57935.1240433333,3869.99737146219,3,6.67988104861496
"FMP25","maf1D_YPD_Glucose",19376.5164976667,13935.0929283534,3,71.9174312370931
"FMP25","maf1D_YPGly_30C",85948.8126666667,40770.2246112311,3,47.4354715862677
"FMP25","maf1D_YPGly_37C",41129.1131566667,4012.64985365539,3,9.75622751302862
"FMP25","rpc128_YPD_Glucose",14456.0902566667,5501.99278903424,3,38.0600334623458
"FMP25","rpc128_YPGly_30C",63208.5428466667,12632.8954613596,3,19.9860570935876
"FMP40","WT_YPD_Glucose",161841.470233333,31765.9202617479,3,19.6278001033664
"FMP40","WT_YPGly_30C",886919.496866667,195084.941006081,3,21.9957889859544
"FMP40","WT_YPGly_37C",730271.011966667,84175.3762707661,3,11.5265942220651
"FMP40","maf1D_YPD_Glucose",100939.678176667,18061.6579598713,3,17.8935164903731
"FMP40","maf1D_YPGly_30C",876503.731233333,141297.094211738,3,16.1205353926923
"FMP40","maf1D_YPGly_37C",1030390.24763333,52070.2433411865,3,5.05344877446044
"FMP40","rpc128_YPD_Glucose",167534.349333333,37085.3796544102,3,22.1359857259024
"FMP40","rpc128_YPGly_30C",750002.420966667,46603.1299536388,3,6.21373060283895
"FMP45","WT_YPD_Glucose",141591.89708,51326.3253049924,3,36.2494792170154
"FMP45","WT_YPGly_30C",1659676.217,230981.605032192,3,13.9172690833462
"FMP45","WT_YPGly_37C",1487238.53066667,172519.996817762,3,11.600022004569
"FMP45","maf1D_YPD_Glucose",112113.79783,38165.3077161025,3,34.0415795868169
"FMP45","maf1D_YPGly_30C",1620982.716,170126.930977803,3,10.4952958041166
"FMP45","maf1D_YPGly_37C",2100760.44033333,207057.689305432,3,9.85632085077618
"FMP45","rpc128_YPD_Glucose",216234.023033333,37432.6273564354,3,17.3111644649302
"FMP45","rpc128_YPGly_30C",2432433.78133333,161965.989906058,3,6.6585981147358
"FMP46","WT_YPD_Glucose",49548.85442,17508.6088347748,3,35.3360517406989
"FMP46","WT_YPGly_30C",233054.568633333,24865.132427878,3,10.6692319200996
"FMP46","WT_YPGly_37C",141898.932133333,19100.889184628,3,13.4609111551876
"FMP46","maf1D_YPD_Glucose",44636.4611366667,6587.6644636129,3,14.7584828542813
"FMP46","maf1D_YPGly_30C",150141.3704,34883.9470008038,3,23.2340672713107
"FMP46","maf1D_YPGly_37C",222040.061933333,60181.0610042137,3,27.1036949279373
"FMP46","rpc128_YPD_Glucose",79141.07043,4985.78006932186,3,6.29986433369229
"FMP46","rpc128_YPGly_30C",217457.951366667,40542.3745368368,3,18.6437765471617
"FMP52","WT_YPD_Glucose",226086.046733333,17093.9259056255,3,7.56080534496125
"FMP52","WT_YPGly_30C",389644.4617,104728.142244367,3,26.8778726604873
"FMP52","WT_YPGly_37C",311357.4832,33644.0660368181,3,10.8056070119268
"FMP52","maf1D_YPD_Glucose",180372.681066667,35591.9087125861,3,19.7324276060581
"FMP52","maf1D_YPGly_30C",489328.403333333,101391.085583363,3,20.7204578546189
"FMP52","maf1D_YPGly_37C",518642.142866667,52469.037718884,3,10.1166167155014
"FMP52","rpc128_YPD_Glucose",295010.9696,74807.2820586677,3,25.357457778637
"FMP52","rpc128_YPGly_30C",553109.508766667,72481.2744078708,3,13.1043262245646
"FOL2","WT_YPD_Glucose",223989.642733333,93160.1856243589,3,41.5912916720302
"FOL2","WT_YPGly_30C",142159.213066667,8913.27852560583,3,6.26992674855753
"FOL2","WT_YPGly_37C",143918.1291,16730.9250094684,3,11.6253074675832
"FOL2","maf1D_YPD_Glucose",158086.305066667,49674.0929678431,3,31.4221354891526
"FOL2","maf1D_YPGly_30C",151645.1042,34909.7592736588,3,23.0206965518764
"FOL2","maf1D_YPGly_37C",179814.291366667,44649.1980604708,3,24.8307282592043
"FOL2","rpc128_YPD_Glucose",389343.447666667,11147.5108532826,3,2.86315614660771
"FOL2","rpc128_YPGly_30C",158930.613933333,23378.4045424759,3,14.7098183061713
"FOX2","WT_YPD_Glucose",720739.719666667,463007.19289472,3,64.2405545664744
"FOX2","WT_YPGly_30C",1975683.99966667,189029.700258405,3,9.56781045401481
"FOX2","WT_YPGly_37C",1088732.86366667,112877.050002792,3,10.367745272485
"FOX2","maf1D_YPD_Glucose",1443667.825,88622.5909334486,3,6.13871067836873
"FOX2","maf1D_YPGly_30C",971081.674066667,173999.915406105,3,17.9181545747263
"FOX2","maf1D_YPGly_37C",1089068.431,97637.7418171014,3,8.96525315011186
"FOX2","rpc128_YPD_Glucose",455955.934166667,30699.7998742835,3,6.73306290670224
"FOX2","rpc128_YPGly_30C",1668488.965,157928.423484771,3,9.46535618740346
"FPR1","WT_YPD_Glucose",1434369.83866667,270498.103419401,3,18.8583234342717
"FPR1","WT_YPGly_30C",2351311.29633333,766175.098982385,3,32.5850133147903
"FPR1","WT_YPGly_37C",753740.358066667,50298.493135159,3,6.67318561316976
"FPR1","maf1D_YPD_Glucose",634316.681066667,65694.7976800231,3,10.3567822888641
"FPR1","maf1D_YPGly_30C",989646.7083,487744.845370696,3,49.2847438666812
"FPR1","maf1D_YPGly_37C",974419.6373,76978.9361700069,3,7.89997791745108
"FPR1","rpc128_YPD_Glucose",1801763.78733333,114309.916542834,3,6.344334221081
"FPR1","rpc128_YPGly_30C",1621140.51266667,96906.4004657919,3,5.97766817303131
"FPR2","WT_YPD_Glucose",22695.1634566667,886.51758289296,3,3.90619606942089
"FPR2","WT_YPGly_30C",39042.5192366667,2697.5275831001,3,6.90920472305672
"FPR2","WT_YPGly_37C",32442.59794,5324.99868377958,3,16.4136013201771
"FPR2","maf1D_YPD_Glucose",9487.578355,7440.82082515549,3,78.4269762708641
"FPR2","maf1D_YPGly_30C",30615.2662533333,5824.37198954348,3,19.0244041693067
"FPR2","maf1D_YPGly_37C",36619.6644,9005.47014050222,3,24.5918969713502
"FPR2","rpc128_YPD_Glucose",19502.43604,2300.83308707213,3,11.7976702108037
"FPR2","rpc128_YPGly_30C",49459.5895233333,5940.61727657304,3,12.0110525255582
"FPR3","WT_YPD_Glucose",674835.326533333,111245.486347548,3,16.4848344438372
"FPR3","WT_YPGly_30C",674592.975133333,125814.525087235,3,18.6504351105002
"FPR3","WT_YPGly_37C",259601.273433333,22037.2513379237,3,8.48888414393042
"FPR3","maf1D_YPD_Glucose",313416.632433333,45591.4199129052,3,14.546585980118
"FPR3","maf1D_YPGly_30C",243603.995866667,46564.0022363532,3,19.1146299019822
"FPR3","maf1D_YPGly_37C",395795.351433333,57487.6774688866,3,14.5245964260825
"FPR3","rpc128_YPD_Glucose",834513.171266667,142767.024630658,3,17.107821607412
"FPR3","rpc128_YPGly_30C",507507.037,75076.0131511168,3,14.7930979627218
"FPR4","WT_YPD_Glucose",284776.068233333,30982.0740191436,3,10.8794514269922
"FPR4","WT_YPGly_30C",89195.0509533333,9930.597554174,3,11.1335746188089
"FPR4","WT_YPGly_37C",89106.77242,7298.80955771662,3,8.1910828543021
"FPR4","maf1D_YPD_Glucose",116574.1462,18453.1036993473,3,15.8294993365752
"FPR4","maf1D_YPGly_30C",96827.85789,84933.7484435369,3,87.7162319753316
"FPR4","maf1D_YPGly_37C",79729.3645066667,13213.4267095453,3,16.5728483994633
"FPR4","rpc128_YPD_Glucose",382721.717033333,21139.0107040509,3,5.52333713067289
"FPR4","rpc128_YPGly_30C",82829.7691933333,21982.9992154031,3,26.5399740087317
"FRA1","WT_YPD_Glucose",188283.0959,12137.2174041759,3,6.44625973784824
"FRA1","WT_YPGly_30C",256050.007533333,71719.2913926836,3,28.0098766969757
"FRA1","WT_YPGly_37C",194896.241833333,45939.4124920209,3,23.5712151552446
"FRA1","maf1D_YPD_Glucose",168387.383166667,26965.124088183,3,16.0137437740768
"FRA1","maf1D_YPGly_30C",217094.4704,83413.573241842,3,38.4227074453583
"FRA1","maf1D_YPGly_37C",179214.5218,34832.6374198721,3,19.4362806484759
"FRA1","rpc128_YPD_Glucose",248093.179433333,68879.6142120091,3,27.7636065486912
"FRA1","rpc128_YPGly_30C",341109.0025,35452.6802278459,3,10.3933581254121
"FRD1","WT_YPD_Glucose",753701.4292,33348.014121736,3,4.42456559451301
"FRD1","WT_YPGly_30C",1432114.351,573683.168002518,3,40.0584749117229
"FRD1","WT_YPGly_37C",901485.793533333,138114.502690517,3,15.3207630870348
"FRD1","maf1D_YPD_Glucose",624899.5338,143615.765099627,3,22.9822167135097
"FRD1","maf1D_YPGly_30C",901300.753033333,233027.406861578,3,25.8545669774848
"FRD1","maf1D_YPGly_37C",804411.095033333,94140.3693185936,3,11.7030172631685
"FRD1","rpc128_YPD_Glucose",945524.811533333,55575.9002850536,3,5.87778338623686
"FRD1","rpc128_YPGly_30C",855232.2898,38136.7849766946,3,4.45923118567156
"FRE1","WT_YPD_Glucose",76403.41875,11457.662315286,3,14.9962691496524
"FRE1","WT_YPGly_30C",76469.3867,58657.9933225067,3,76.7078119151526
"FRE1","WT_YPGly_37C",62355.1580466667,36146.416861836,3,57.9686075605549
"FRE1","maf1D_YPD_Glucose",98302.6193933333,23240.5078655445,3,23.641799179891
"FRE1","maf1D_YPGly_30C",65167.9166166667,26375.109172142,3,40.4725370112515
"FRE1","maf1D_YPGly_37C",43197.1492266667,2981.57737190385,3,6.9022549526561
"FRE1","rpc128_YPD_Glucose",102500.88956,32219.23214788,3,31.433124420857
"FRE1","rpc128_YPGly_30C",57935.6584966667,9345.11728443025,3,16.1301649569892
"FRS1","WT_YPD_Glucose",2226347.99333333,362607.14302237,3,16.2870828867803
"FRS1","WT_YPGly_30C",967581.3143,49158.9509065565,3,5.08060151431518
"FRS1","WT_YPGly_37C",611127.021233333,83914.2569639226,3,13.7310663820056
"FRS1","maf1D_YPD_Glucose",1683772.16866667,121444.259223146,3,7.21263015763673
"FRS1","maf1D_YPGly_30C",410408.987733333,108386.836063474,3,26.409469408087
"FRS1","maf1D_YPGly_37C",482664.247966667,35522.9902960672,3,7.35977243927137
"FRS1","rpc128_YPD_Glucose",2821940.00966667,140771.782215311,3,4.98847536563825
"FRS1","rpc128_YPGly_30C",787285.891233333,82839.2962117496,3,10.5221365115507
"FRS2","WT_YPD_Glucose",1178890.84333333,155746.197714475,3,13.2112484031261
"FRS2","WT_YPGly_30C",651234.4062,65664.1309460316,3,10.0830254545651
"FRS2","WT_YPGly_37C",374551.279066667,20014.7432232796,3,5.34365902398031
"FRS2","maf1D_YPD_Glucose",916126.939466667,126154.065443737,3,13.7703695862474
"FRS2","maf1D_YPGly_30C",360532.4149,41488.00476635,3,11.5074270860936
"FRS2","maf1D_YPGly_37C",348252.971,25590.6719119315,3,7.34829966803972
"FRS2","rpc128_YPD_Glucose",1547665.168,45954.7079632984,3,2.9692926424573
"FRS2","rpc128_YPGly_30C",471159.523,54033.83613948,3,11.4682678587142
"FSF1","WT_YPD_Glucose",1018472.9626,321385.96028875,3,31.5556693295326
"FSF1","WT_YPGly_30C",559559.6904,38531.6995020406,3,6.8860749198171
"FSF1","WT_YPGly_37C",579601.4136,34298.0133138048,3,5.91751719526944
"FSF1","maf1D_YPD_Glucose",686911.7329,95567.3002460734,3,13.9126026924315
"FSF1","maf1D_YPGly_30C",597329.981266667,72093.0517106129,3,12.069217010962
"FSF1","maf1D_YPGly_37C",779953.5617,64800.6350472122,3,8.30826836741045
"FSF1","rpc128_YPD_Glucose",1460593.24566667,464041.75853988,3,31.7707725896045
"FSF1","rpc128_YPGly_30C",1009609.87016667,201526.490509782,3,19.9608280846654
"FSH1","WT_YPD_Glucose",457321.017433333,26356.4787647268,3,5.76323364988774
"FSH1","WT_YPGly_30C",79779.0445933333,14927.0779019241,3,18.7105247725309
"FSH1","WT_YPGly_37C",57336.5584566667,19869.271533669,3,34.6537568150094
"FSH1","maf1D_YPD_Glucose",214013.047166667,50858.4510300631,3,23.7641824661541
"FSH1","maf1D_YPGly_30C",78828.3211566667,1091.29697653171,3,1.38439708028644
"FSH1","maf1D_YPGly_37C",82972.25884,23745.1459309006,3,28.618174631945
"FSH1","rpc128_YPD_Glucose",547791.7511,46128.4927299895,3,8.42080820628653
"FSH1","rpc128_YPGly_30C",118264.38273,16521.9115698612,3,13.9703190330609
"FUM1","WT_YPD_Glucose",773341.874366667,134805.370019236,3,17.4315363602464
"FUM1","WT_YPGly_30C",3183487.722,1024826.69219762,3,32.1919473763127
"FUM1","WT_YPGly_37C",2598718.491,271931.574014081,3,10.4640643053816
"FUM1","maf1D_YPD_Glucose",529043.807233333,159800.042273914,3,30.2054461443557
"FUM1","maf1D_YPGly_30C",2519128.219,349175.766535173,3,13.8609763449747
"FUM1","maf1D_YPGly_37C",3031193.32333333,78333.9782823549,3,2.5842620356597
"FUM1","rpc128_YPD_Glucose",1049242.80676667,390761.920537848,3,37.2422777661936
"FUM1","rpc128_YPGly_30C",3434882.72166667,384210.111658319,3,11.1855379875064
"FUN12","WT_YPD_Glucose",1829807.08366667,235791.037617511,3,12.8861145922017
"FUN12","WT_YPGly_30C",1189389.25506667,433607.669369416,3,36.4563297946652
"FUN12","WT_YPGly_37C",926688.813533333,161839.541602565,3,17.4642813465606
"FUN12","maf1D_YPD_Glucose",1481393.94866667,176733.782045162,3,11.9302351818186
"FUN12","maf1D_YPGly_30C",1149965.66006667,434034.904147984,3,37.7432926234356
"FUN12","maf1D_YPGly_37C",1080071.7882,128277.59472202,3,11.8767656116453
"FUN12","rpc128_YPD_Glucose",2410187.32833333,418348.388191086,3,17.3575050898794
"FUN12","rpc128_YPGly_30C",1405320.54033333,130519.58287782,3,9.28753114551799
"FUN14","WT_YPD_Glucose",10023.2538256667,10439.8178801822,3,104.155976310296
"FUN14","WT_YPGly_30C",64489.02258,33874.7016209529,3,52.5278570921596
"FUN14","WT_YPGly_37C",82244.48702,20472.4797059241,3,24.8922212876659
"FUN14","maf1D_YPD_Glucose",20489.63251,8476.70666891584,3,41.3707110890289
"FUN14","maf1D_YPGly_30C",80414.2183633333,15553.103061598,3,19.3412351424282
"FUN14","maf1D_YPGly_37C",76050.79981,25973.54652177,3,34.1528906818343
"FUN14","rpc128_YPD_Glucose",17156.2569773333,8124.51281864447,3,47.3559753119721
"FUN14","rpc128_YPGly_30C",45588.07827,15114.8437282242,3,33.1552552812273
"FUR1","WT_YPD_Glucose",1535792.35433333,398113.80694214,3,25.9223719807458
"FUR1","WT_YPGly_30C",1132519.36006667,293753.50505993,3,25.9380559324512
"FUR1","WT_YPGly_37C",574657.2178,76303.8897241119,3,13.2781573711423
"FUR1","maf1D_YPD_Glucose",1229474.594,125191.149053091,3,10.1824917459897
"FUR1","maf1D_YPGly_30C",431629.3978,115106.468365713,3,26.6678935569279
"FUR1","maf1D_YPGly_37C",589589.4804,23579.9751351804,3,3.99938871351348
"FUR1","rpc128_YPD_Glucose",2914030.715,670357.481182584,3,23.0044754755642
"FUR1","rpc128_YPGly_30C",1295160.11333333,71259.3882108505,3,5.50197519806654
"GAA1","WT_YPD_Glucose",31865.5370466667,8595.0825396628,3,26.9729724845855
"GAA1","WT_YPGly_30C",28851.9460433333,15163.8048671987,3,52.557303567752
"GAA1","WT_YPGly_37C",15776.6435033333,2301.98786689753,3,14.5911129094802
"GAA1","maf1D_YPD_Glucose",17808.84115,7107.27393992789,3,39.9086828843318
"GAA1","maf1D_YPGly_30C",12450.0636403333,5428.63357022966,3,43.6032596061839
"GAA1","maf1D_YPGly_37C",18478.6857566667,3709.0452428437,3,20.0720186039506
"GAA1","rpc128_YPD_Glucose",21130.1628166667,14106.359732861,3,66.7593518102684
"GAA1","rpc128_YPGly_30C",12648.8324133333,612.267495116796,3,4.84050602545256
"GAC1","WT_YPD_Glucose",14963.9062476667,10417.5934969058,3,69.6181419776684
"GAC1","WT_YPGly_30C",22818.036536,24064.2707041016,3,105.461618777476
"GAC1","WT_YPGly_37C",34272.36902,900.09078997898,3,2.62628705197975
"GAC1","maf1D_YPD_Glucose",6670.347829,1452.22903166591,3,21.7714138586926
"GAC1","maf1D_YPGly_30C",13348.6600873333,5089.98531210851,3,38.1310579399535
"GAC1","maf1D_YPGly_37C",23812.4588356667,21263.3892804608,3,89.2952274572007
"GAC1","rpc128_YPD_Glucose",13067.0887766667,9407.34412198653,3,71.9926548504424
"GAC1","rpc128_YPGly_30C",27113.75286,8479.70542358662,3,31.274554530946
"GAD1","WT_YPD_Glucose",560420.4196,112271.099287445,3,20.033370548414
"GAD1","WT_YPGly_30C",4554165.58566667,673298.44048456,3,14.7842327605222
"GAD1","WT_YPGly_37C",3867537.85933333,410575.394718508,3,10.6159373133915
"GAD1","maf1D_YPD_Glucose",302633.0446,38312.0905176628,3,12.6595859907834
"GAD1","maf1D_YPGly_30C",3199966.89033333,723173.888292023,3,22.5994178401231
"GAD1","maf1D_YPGly_37C",3977855.11933333,220073.507870171,3,5.53246665019449
"GAD1","rpc128_YPD_Glucose",522010.626533333,108790.47250589,3,20.8406624264272
"GAD1","rpc128_YPGly_30C",3413748.933,260181.723044046,3,7.621583430724
"GAR1","WT_YPD_Glucose",219353.224933333,25194.2054542181,3,11.4856781621858
"GAR1","WT_YPGly_30C",97397.64525,16572.270107101,3,17.0150623914607
"GAR1","WT_YPGly_37C",40298.3256666667,8009.57296442809,3,19.8756966497328
"GAR1","maf1D_YPD_Glucose",154776.292866667,17503.4006312848,3,11.3088382639861
"GAR1","maf1D_YPGly_30C",22044.19808,9507.11260691919,3,43.1275048990995
"GAR1","maf1D_YPGly_37C",55523.5457966667,13625.3648382506,3,24.5397959419741
"GAR1","rpc128_YPD_Glucose",283298.397566667,23802.9878167157,3,8.40209052404339
"GAR1","rpc128_YPGly_30C",104820.694963333,33255.6924839131,3,31.7262659778645
"GAS1","WT_YPD_Glucose",1583321.08066667,534278.375006096,3,33.7441584988646
"GAS1","WT_YPGly_30C",1250946.66723333,703467.09511038,3,56.2347791106242
"GAS1","WT_YPGly_37C",333556.434533333,90694.6737470052,3,27.190203622932
"GAS1","maf1D_YPD_Glucose",1043469.01043333,65388.6836946027,3,6.26647107300752
"GAS1","maf1D_YPGly_30C",321743.881966667,146045.424705748,3,45.3918265090362
"GAS1","maf1D_YPGly_37C",429562.3812,97630.2219510027,3,22.7278333075323
"GAS1","rpc128_YPD_Glucose",1760817.17,360361.557474433,3,20.465586297891
"GAS1","rpc128_YPGly_30C",734664.898933333,51432.715345216,3,7.00084016806732
"GAS3","WT_YPD_Glucose",15941.6871966667,6049.24817246175,3,37.9460975355646
"GAS3","WT_YPGly_30C",7121.24563833333,3508.65221723861,3,49.2702034929352
"GAS3","WT_YPGly_37C",4842.39742333333,948.530556160333,3,19.5880361159493
"GAS3","maf1D_YPD_Glucose",17702.7652566667,3893.08939367333,3,21.9914196298075
"GAS3","maf1D_YPGly_30C",6203.86672233333,3893.00847287734,3,62.7513234425697
"GAS3","maf1D_YPGly_37C",8505.43237833333,3849.95305788205,3,45.2646366067102
"GAS3","rpc128_YPD_Glucose",15991.9767306667,6128.36031383873,3,38.3214684278949
"GAS3","rpc128_YPGly_30C",11501.6126106667,8198.27098245629,3,71.2793176050214
"GAS5","WT_YPD_Glucose",602685.1082,151465.974167307,3,25.1318594248463
"GAS5","WT_YPGly_30C",386448.1319,26923.4042751217,3,6.96688689960821
"GAS5","WT_YPGly_37C",211658.4627,46578.1734169457,3,22.0062891994848
"GAS5","maf1D_YPD_Glucose",397529.510133333,112251.481539447,3,28.2372701090285
"GAS5","maf1D_YPGly_30C",246440.7649,21669.5166161716,3,8.79299194878111
"GAS5","maf1D_YPGly_37C",305245.3159,49115.8651689925,3,16.0906204323486
"GAS5","rpc128_YPD_Glucose",591022.283566667,231745.921245608,3,39.211029378974
"GAS5","rpc128_YPGly_30C",436231.5402,22160.1157681373,3,5.07989765205367
"GBP2","WT_YPD_Glucose",251118.663966667,35243.0501771252,3,14.0344208671815
"GBP2","WT_YPGly_30C",176573.2787,35019.8762823451,3,19.833055454469
"GBP2","WT_YPGly_37C",115071.89908,27620.5544259782,3,24.0028665962799
"GBP2","maf1D_YPD_Glucose",118976.489796667,30411.0972700497,3,25.5605937963231
"GBP2","maf1D_YPGly_30C",100461.936216667,12933.5575450126,3,12.8740874724122
"GBP2","maf1D_YPGly_37C",106973.94047,40277.2260511834,3,37.6514372324901
"GBP2","rpc128_YPD_Glucose",292205.040733333,90197.2715189516,3,30.8678013536617
"GBP2","rpc128_YPGly_30C",231409.535533333,14980.6621645966,3,6.47365811009923
"GCD11","WT_YPD_Glucose",2405916.718,675097.811285742,3,28.0598994235736
"GCD11","WT_YPGly_30C",1357216.80666667,221615.61218384,3,16.3286816885307
"GCD11","WT_YPGly_37C",922666.038833333,60080.6825389163,3,6.51163909911385
"GCD11","maf1D_YPD_Glucose",1654207.37733333,361430.72408153,3,21.8491785875223
"GCD11","maf1D_YPGly_30C",985070.8521,200726.352532123,3,20.3768441736154
"GCD11","maf1D_YPGly_37C",1105135.60566667,5912.04030530668,3,0.5349606215737
"GCD11","rpc128_YPD_Glucose",2757192.347,685054.67589927,3,24.8460966694853
"GCD11","rpc128_YPGly_30C",1342151.573,81718.9749320531,3,6.08865470755985
"GCD14","WT_YPD_Glucose",31205.3944633333,6275.67266185668,3,20.1108582980121
"GCD14","WT_YPGly_30C",27765.3782033333,22887.740275026,3,82.4326616673936
"GCD14","WT_YPGly_37C",19737.5461033333,10634.5640811138,3,53.8798694905534
"GCD14","maf1D_YPD_Glucose",21253.6521233333,5462.87149567629,3,25.7032130947456
"GCD14","maf1D_YPGly_30C",22458.327239,15297.3839448998,3,68.11452955559
"GCD14","maf1D_YPGly_37C",22726.9011,11095.197336276,3,48.819666559274
"GCD14","rpc128_YPD_Glucose",23396.1058633333,7358.98212264945,3,31.453875981056
"GCD14","rpc128_YPGly_30C",27781.3399333333,7794.7055638747,3,28.0573420237454
"GCD2","WT_YPD_Glucose",137391.672966667,34141.6881392213,3,24.8498962142375
"GCD2","WT_YPGly_30C",48835.2294433333,22892.7212756862,3,46.8774725472523
"GCD2","WT_YPGly_37C",42283.32996,16211.7225674473,3,38.3406949802287
"GCD2","maf1D_YPD_Glucose",87592.6161133333,63516.7636883727,3,72.5138333648927
"GCD2","maf1D_YPGly_30C",38410.64542,10903.629460257,3,28.3869988151243
"GCD2","maf1D_YPGly_37C",30973.012481,26739.8678272409,3,86.3327964744926
"GCD2","rpc128_YPD_Glucose",108316.158476667,83988.3990598419,3,77.5400459553175
"GCD2","rpc128_YPGly_30C",20194.9032566667,14453.0737200602,3,71.5679274932351
"GCD6","WT_YPD_Glucose",686173.5366,132765.93183383,3,19.3487397505428
