"Gene_Symbol","Condition","Mean_Intensity","SD_Intensity","N_Replicates","CV_percent"
"ACT1","WT_YPD_Glucose",7555486.95733333,982984.968246173,3,13.0102132899864
"ACT1","WT_YPGly_30C",9676320.87633333,3315697.10287034,3,34.2660929215357
"ACT1","WT_YPGly_37C",5733662.56833333,783940.020809427,3,13.6725873116266
"ACT1","maf1D_YPD_Glucose",5975651.51066667,704704.456572023,3,11.7929309517817
"ACT1","maf1D_YPGly_30C",7759747.60866667,3546469.25164359,3,45.7034098336217
"ACT1","maf1D_YPGly_37C",8599709.863,921907.93860846,3,10.7202214178753
"ACT1","rpc128_YPD_Glucose",12802384.0533333,279330.827918636,3,2.18186571153446
"ACT1","rpc128_YPGly_30C",10520781,1058834.09364212,3,10.0642157045386
"ADE1","WT_YPD_Glucose",2073851.74433333,182416.113786679,3,8.79600551414148
"ADE1","WT_YPGly_30C",2155244.49066667,86062.5917217478,3,3.9931707096083
"ADE1","WT_YPGly_37C",1005228.5972,246651.985948371,3,24.5369050020468
"ADE1","maf1D_YPD_Glucose",1879793.22566667,234191.911737805,3,12.458386834262
"ADE1","maf1D_YPGly_30C",720144.0153,150217.632706051,3,20.8593877772451
"ADE1","maf1D_YPGly_37C",1387465.835,359978.12368722,3,25.9450081296755
"ADE1","rpc128_YPD_Glucose",2720291.31766667,86094.1128514125,3,3.16488577132466
"ADE1","rpc128_YPGly_30C",835147.508733333,182398.603647187,3,21.8402859063581
"ADE12","WT_YPD_Glucose",1584196.45933333,494054.23036183,3,31.1864243510391
"ADE12","WT_YPGly_30C",1092858.9486,182795.70820385,3,16.7263770350254
"ADE12","WT_YPGly_37C",737448.938733333,88169.384304601,3,11.9559985340875
"ADE12","maf1D_YPD_Glucose",1593673.81633333,317408.779799624,3,19.9167970601353
"ADE12","maf1D_YPGly_30C",1005462.5807,199430.782719133,3,19.8347294615668
"ADE12","maf1D_YPGly_37C",1309098.60366667,18290.8264667314,3,1.39720769814439
"ADE12","rpc128_YPD_Glucose",2005153.545,382387.641574184,3,19.0702424025181
"ADE12","rpc128_YPGly_30C",586961.509833333,182958.130039344,3,31.170379483877
"ADE13","WT_YPD_Glucose",1198482.03566667,166452.081764214,3,13.8885754488279
"ADE13","WT_YPGly_30C",646584.219333333,33325.8915416861,3,5.15414551503393
"ADE13","WT_YPGly_37C",261527.402266667,103798.055962199,3,39.6891702600102
"ADE13","maf1D_YPD_Glucose",1005094.90943333,138315.559108177,3,13.7614426070627
"ADE13","maf1D_YPGly_30C",242181.739766667,88979.6829828281,3,36.7408719866976
"ADE13","maf1D_YPGly_37C",523714.4087,74412.5814470906,3,14.2086183253584
"ADE13","rpc128_YPD_Glucose",1317911.138,91811.9441403216,3,6.96647455910048
"ADE13","rpc128_YPGly_30C",400221.241233333,66653.9079969431,3,16.6542654736517
"ADE16","WT_YPD_Glucose",600545.0051,194608.708427945,3,32.4053496033224
"ADE16","WT_YPGly_30C",950054.560766667,419729.292886967,3,44.1794934964848
"ADE16","WT_YPGly_37C",559244.897366667,128188.782733922,3,22.921761707175
"ADE16","maf1D_YPD_Glucose",332712.138633333,82766.0806917233,3,24.8761830667489
"ADE16","maf1D_YPGly_30C",407246.303466667,79371.9778537491,3,19.4899197802653
"ADE16","maf1D_YPGly_37C",548346.721666667,61182.831169297,3,11.1576907003903
"ADE16","rpc128_YPD_Glucose",577087.594233333,90436.7701554702,3,15.6712379644231
"ADE16","rpc128_YPGly_30C",657654.001,64919.7792473848,3,9.87141858008476
"ADE17","WT_YPD_Glucose",1856773.599,634460.465837665,3,34.1700499285085
"ADE17","WT_YPGly_30C",1366909.94583333,663485.073021273,3,48.5390478753727
"ADE17","WT_YPGly_37C",840899.411133333,96110.5050906317,3,11.4294889279441
"ADE17","maf1D_YPD_Glucose",1190272.34926667,349519.982438051,3,29.3647065441277
"ADE17","maf1D_YPGly_30C",1122130.85316667,238980.59342497,3,21.2970343655167
"ADE17","maf1D_YPGly_37C",1230480.27833333,109920.539769684,3,8.93314112425841
"ADE17","rpc128_YPD_Glucose",1398437.14953333,567321.788559393,3,40.5682721421346
"ADE17","rpc128_YPGly_30C",641955.2869,128960.016444012,3,20.0886290798787
"ADE3","WT_YPD_Glucose",2513547.008,267830.923086961,3,10.6554968828719
"ADE3","WT_YPGly_30C",1867421.46433333,133933.500683379,3,7.17210888069088
"ADE3","WT_YPGly_37C",1017204.13853333,66057.1156403626,3,6.49398809324623
"ADE3","maf1D_YPD_Glucose",2166366.83666667,268529.005394008,3,12.3953617110935
"ADE3","maf1D_YPGly_30C",1124258.1048,169736.242152735,3,15.0976222833573
"ADE3","maf1D_YPGly_37C",1270228.05266667,62235.0353979283,3,4.89951668657251
"ADE3","rpc128_YPD_Glucose",2947174.29066667,214417.163480641,3,7.27534724226096
"ADE3","rpc128_YPGly_30C",943883.254433333,111754.151651195,3,11.8398277675016
"ADE4","WT_YPD_Glucose",1821393.63,427915.807004165,3,23.4938675504298
"ADE4","WT_YPGly_30C",910999.067633333,114055.090059359,3,12.5197812063256
"ADE4","WT_YPGly_37C",667630.062033333,52775.481849672,3,7.90489896289856
"ADE4","maf1D_YPD_Glucose",1225016.588,240111.311438337,3,19.6006579658117
"ADE4","maf1D_YPGly_30C",677574.141633333,154602.046121773,3,22.8169932443254
"ADE4","maf1D_YPGly_37C",748102.126666667,82185.4243668873,3,10.9858562671226
"ADE4","rpc128_YPD_Glucose",1681147.351,366854.559801908,3,21.8216778906198
"ADE4","rpc128_YPGly_30C",539530.573566667,68036.8633070115,3,12.6103814390427
"ADE57","WT_YPD_Glucose",2156473.56366667,270154.755851277,3,12.5276173287249
"ADE57","WT_YPGly_30C",1432513.512,520680.907079794,3,36.3473644554212
"ADE57","WT_YPGly_37C",929597.772866667,327255.13492237,3,35.2039499743196
"ADE57","maf1D_YPD_Glucose",1568028.94566667,209024.211162165,3,13.3303796297776
"ADE57","maf1D_YPGly_30C",1286970.31993333,429063.721247145,3,33.3390533255942
"ADE57","maf1D_YPGly_37C",1742878.94833333,430591.461652292,3,24.7057583697396
"ADE57","rpc128_YPD_Glucose",2431815.192,356823.063792818,3,14.6731159903379
"ADE57","rpc128_YPGly_30C",998458.766233333,129448.913551781,3,12.9648732556203
"ADE6","WT_YPD_Glucose",1011227.3732,310830.997532834,3,30.7379928362915
"ADE6","WT_YPGly_30C",523015.3027,41706.8586181632,3,7.97430943279419
"ADE6","WT_YPGly_37C",205561.898166667,43620.6300004293,3,21.2201922581306
"ADE6","maf1D_YPD_Glucose",501858.060533333,119725.123103191,3,23.856371456096
"ADE6","maf1D_YPGly_30C",163359.923406667,56096.729746681,3,34.3393462587726
"ADE6","maf1D_YPGly_37C",262222.861633333,48827.1483671818,3,18.6204772776284
"ADE6","rpc128_YPD_Glucose",1183249.24346667,374730.271761819,3,31.6695974099202
"ADE6","rpc128_YPGly_30C",303157.566333333,104707.055825793,3,34.5388231909288
"ADE8","WT_YPD_Glucose",168245.073166667,38385.2284705421,3,22.8150683690553
"ADE8","WT_YPGly_30C",92471.5414166667,50931.9588784237,3,55.0785226439883
"ADE8","WT_YPGly_37C",28351.06101,19303.7596925114,3,68.0883148807115
"ADE8","maf1D_YPD_Glucose",113975.277476667,16623.2918578403,3,14.5849979275053
"ADE8","maf1D_YPGly_30C",22031.53764,10479.6037506741,3,47.566374721152
"ADE8","maf1D_YPGly_37C",45153.3280576667,53524.2895162846,3,118.538968928109
"ADE8","rpc128_YPD_Glucose",314167.492333333,34482.5734025526,3,10.9758565873411
"ADE8","rpc128_YPGly_30C",90251.6449633333,36740.698451946,3,40.7091731866745
"ADH1","WT_YPD_Glucose",7162091.938,2697820.14279704,3,37.6680467962605
"ADH1","WT_YPGly_30C",7295190.95533333,4395323.36762199,3,60.2495999698086
"ADH1","WT_YPGly_37C",5332898.579,1403464.29422601,3,26.3171007930396
"ADH1","maf1D_YPD_Glucose",6145494.37,755684.49843928,3,12.2965615610723
"ADH1","maf1D_YPGly_30C",6404695.496,1869492.51434189,3,29.1894051092587
"ADH1","maf1D_YPGly_37C",5573780.774,1301986.93810622,3,23.3591343272703
"ADH1","rpc128_YPD_Glucose",9441544.35133333,1644766.48931201,3,17.4205238900322
"ADH1","rpc128_YPGly_30C",2953540.874,242441.496854363,3,8.20850318980088
"ADH2","WT_YPD_Glucose",2156045.98866667,657955.919554983,3,30.5167850321168
"ADH2","WT_YPGly_30C",36281876.18,14438896.4757331,3,39.7964438335534
"ADH2","WT_YPGly_37C",26567281.82,4421943.53323115,3,16.644320496131
"ADH2","maf1D_YPD_Glucose",132631.413023333,52443.8000621202,3,39.5410098306756
"ADH2","maf1D_YPGly_30C",18730296.0133333,5145804.72025128,3,27.4731628191471
"ADH2","maf1D_YPGly_37C",17831554.7,640962.433564592,3,3.59454037714722
"ADH2","rpc128_YPD_Glucose",2989209.69766667,763373.613158396,3,25.5376400576472
"ADH2","rpc128_YPGly_30C",27340662.5466667,1434814.21672647,3,5.24791311943318
"ADH3","WT_YPD_Glucose",414370.596233333,128697.477614123,3,31.0585448832505
"ADH3","WT_YPGly_30C",354958.1531,162153.014236943,3,45.6822903829061
"ADH3","WT_YPGly_37C",262165.328833333,55072.3289503889,3,21.0067170954555
"ADH3","maf1D_YPD_Glucose",301933.5135,84169.5652598114,3,27.8768541736628
"ADH3","maf1D_YPGly_30C",162989.761033333,13936.1148924048,3,8.55030083120051
"ADH3","maf1D_YPGly_37C",225705.375666667,58573.4876615116,3,25.9513037686864
"ADH3","rpc128_YPD_Glucose",578563.381566667,105479.600518747,3,18.2312956331808
"ADH3","rpc128_YPGly_30C",270198.0871,14529.0333456913,3,5.37717846252337
"ADH4","WT_YPD_Glucose",231001.836433333,21278.2784460946,3,9.21130272149824
"ADH4","WT_YPGly_30C",2177195.40366667,339167.55068422,3,15.578186051331
"ADH4","WT_YPGly_37C",705200.448066667,177479.576372838,3,25.167252354902
"ADH4","maf1D_YPD_Glucose",451759.597266667,35947.5476500399,3,7.95722943519906
"ADH4","maf1D_YPGly_30C",1882511.06366667,293372.578897885,3,15.584109148685
"ADH4","maf1D_YPGly_37C",3551926.07433333,748614.268743473,3,21.0762908088953
"ADH4","rpc128_YPD_Glucose",177981.488466667,39547.4828757853,3,22.2199978303878
"ADH4","rpc128_YPGly_30C",122595.668336667,59379.9145583136,3,48.4355731029967
"ADH5","WT_YPD_Glucose",54204.06585,22653.4306845609,3,41.7928624528835
"ADH5","WT_YPGly_30C",85736.20423,57861.2336749428,3,67.4875149822606
"ADH5","WT_YPGly_37C",80464.96938,3989.18646154701,3,4.95766852617301
"ADH5","maf1D_YPD_Glucose",31458.617736,38445.7004221642,3,122.21039317366
"ADH5","maf1D_YPGly_30C",34774.120085,23857.2114102012,3,68.6062259861238
"ADH5","maf1D_YPGly_37C",86128.2142,57629.8092021619,3,66.9116499598361
"ADH5","rpc128_YPD_Glucose",77633.0798,50355.2572569702,3,64.863145178185
"ADH5","rpc128_YPGly_30C",15662.8362663333,10570.3100339887,3,67.4865640823248
"ADH6","WT_YPD_Glucose",894221.671533333,122383.580497815,3,13.6860450147627
"ADH6","WT_YPGly_30C",703250.8281,142552.811270846,3,20.2705500761352
"ADH6","WT_YPGly_37C",351709.6401,106890.994804957,3,30.3918296850111
"ADH6","maf1D_YPD_Glucose",861745.3652,93077.8514946526,3,10.8010852455296
"ADH6","maf1D_YPGly_30C",353451.746633333,129561.360141802,3,36.6560248678604
"ADH6","maf1D_YPGly_37C",359579.6809,29302.7436084254,3,8.14916558551998
"ADH6","rpc128_YPD_Glucose",1169306.75566667,89539.3300445511,3,7.65747137016251
"ADH6","rpc128_YPGly_30C",386463.246133333,8070.35570067222,3,2.08825956450407
"ADI1","WT_YPD_Glucose",194172.4843,39797.6932032072,3,20.4960519234636
"ADI1","WT_YPGly_30C",321154.6049,91584.6745365081,3,28.5173163140617
"ADI1","WT_YPGly_37C",128549.954176667,34757.5236759285,3,27.038145519804
"ADI1","maf1D_YPD_Glucose",117725.036306667,21549.3624621686,3,18.3048254969604
"ADI1","maf1D_YPGly_30C",139290.504166667,20987.9150938516,3,15.0677285716036
"ADI1","maf1D_YPGly_37C",171379.0784,32640.2048670328,3,19.0456181534892
"ADI1","rpc128_YPD_Glucose",179870.113,78067.0380116119,3,43.401895239601
"ADI1","rpc128_YPGly_30C",163336.5994,49069.621227335,3,30.0420245110938
"ADK1","WT_YPD_Glucose",2712191.407,650185.99974909,3,23.9727180784881
"ADK1","WT_YPGly_30C",4307490.882,2965197.47518778,3,68.8381602286996
"ADK1","WT_YPGly_37C",1326538.43466667,154074.050620214,3,11.6147445557377
"ADK1","maf1D_YPD_Glucose",999768.666133333,190584.540603268,3,19.0628639463532
"ADK1","maf1D_YPGly_30C",2175792.47033333,1148507.39135175,3,52.7857048414089
"ADK1","maf1D_YPGly_37C",1745079.53533333,33766.9788765383,3,1.93498222819331
"ADK1","rpc128_YPD_Glucose",2601961.97066667,401282.987153361,3,15.4223232959298
"ADK1","rpc128_YPGly_30C",1940356.49866667,174190.245084178,3,8.97722893725327
"ADO1","WT_YPD_Glucose",1287215.84433333,224303.273261928,3,17.4254593158848
"ADO1","WT_YPGly_30C",1312587.20866667,356679.358127943,3,27.1737645904884
"ADO1","WT_YPGly_37C",489941.1206,49264.467441152,3,10.0551811982674
"ADO1","maf1D_YPD_Glucose",847720.744,96552.3773061803,3,11.3896442890609
"ADO1","maf1D_YPGly_30C",472146.7622,224524.789754355,3,47.5540250891834
"ADO1","maf1D_YPGly_37C",578585.468033333,49473.3263318368,3,8.55073780197095
"ADO1","rpc128_YPD_Glucose",1703265.13,181346.586113788,3,10.646996930759
"ADO1","rpc128_YPGly_30C",775573.636466667,66260.9957355258,3,8.54348222012748
"ADP1","WT_YPD_Glucose",13273.6450866667,6772.41364301974,3,51.0215061409365
"ADP1","WT_YPGly_30C",70738.1519733333,6078.6846365983,3,8.59321945375364
"ADP1","WT_YPGly_37C",28167.5289433333,9434.00108477406,3,33.4924696580702
"ADP1","maf1D_YPD_Glucose",19721.8377536667,8596.5506842143,3,43.5889940460343
"ADP1","maf1D_YPGly_30C",25787.5635066667,5948.7322715402,3,23.0682215091872
"ADP1","maf1D_YPGly_37C",45665.5305866667,15234.8605166871,3,33.3618383953155
"ADP1","rpc128_YPD_Glucose",13941.285846,9402.90797802605,3,67.4464901006525
"ADP1","rpc128_YPGly_30C",51718.9112966667,8587.2620520547,3,16.6037177441671
"ADY2","WT_YPD_Glucose",45760.93351,9546.06288801807,3,20.8607258545807
"ADY2","WT_YPGly_30C",848587.933466667,90079.2223380213,3,10.6151901041095
"ADY2","WT_YPGly_37C",391374.1126,40782.8774952463,3,10.4204330798261
"ADY2","maf1D_YPD_Glucose",46276.33047,9026.52246108352,3,19.5057005804192
"ADY2","maf1D_YPGly_30C",304150.027566667,14028.3576476165,3,4.61231509983723
"ADY2","maf1D_YPGly_37C",637775.0315,103216.30819508,3,16.1838113907224
"ADY2","rpc128_YPD_Glucose",88846.9454266667,11960.9381502134,3,13.4624078439318
"ADY2","rpc128_YPGly_30C",1138967.57833333,84619.3513255421,3,7.42947849747986
"AFG3","WT_YPD_Glucose",14395.3043466667,3589.897259277,3,24.9379740283731
"AFG3","WT_YPGly_30C",49126.87935,44544.5010999516,3,90.6723604049798
"AFG3","WT_YPGly_37C",15146.8542006667,8256.49705047044,3,54.5096489415409
"AFG3","maf1D_YPD_Glucose",14264.6783966667,3566.25827839967,3,25.0006216700478
"AFG3","maf1D_YPGly_30C",38897.5654233333,33383.7263409091,3,85.8247193046261
"AFG3","maf1D_YPGly_37C",19569.82051,4498.09014603718,3,22.9848308712831
"AFG3","rpc128_YPD_Glucose",11855.6200016667,4411.11763680038,3,37.2069755624781
"AFG3","rpc128_YPGly_30C",31122.6908733333,5243.45581862022,3,16.8476943075412
"AGX1","WT_YPD_Glucose",266855.498766667,26852.7744575314,3,10.0626648435717
"AGX1","WT_YPGly_30C",2952324.16433333,593915.881744374,3,20.1168926136025
"AGX1","WT_YPGly_37C",1759184.53133333,226473.43507739,3,12.8737736743137
"AGX1","maf1D_YPD_Glucose",137119.723566667,28275.8898306696,3,20.6213147862146
"AGX1","maf1D_YPGly_30C",1036152.69456667,238669.389177548,3,23.0341908513169
"AGX1","maf1D_YPGly_37C",1074643.628,74011.8613668028,3,6.8871074501735
"AGX1","rpc128_YPD_Glucose",547930.170933333,46569.1453160267,3,8.49910221893819
"AGX1","rpc128_YPGly_30C",1851724.44533333,97659.2913944138,3,5.27396458153005
"AHA1","WT_YPD_Glucose",606060.2727,132686.097039832,3,21.8932180538274
